Generated Sentence,About
"swimming apple, swimming jumping, computer, eating eating phone sky",OTHER
"swimming, dancing, music sleeping river apple, music running",OTHER
"middlegame FIDE queen opening, endgame, bishop bishop, opening checkmate",CHESS
computer computer dancing music apple,OTHER
"mountain, sleeping apple computer phone computer phone",OTHER
"stalemate bishop middlegame king, Elo rating, knight endgame, endgame, queen, rook",CHESS
"jumping eating, sky eating apple book jumping music, mountain, sky",OTHER
"middlegame, endgame, bishop Elo rating king, castling checkmate Elo rating stalemate",CHESS
"FIDE endgame castling, king queen, stalemate checkmate",CHESS
"castling rook, rook endgame, checkmate, pawn",CHESS
"computer, sleeping, sky music, phone sky, running mountain, river",OTHER
"knight, castling, bishop knight castling",CHESS
"stalemate, middlegame, rook, FIDE queen endgame, checkmate, Elo rating",CHESS
"computer sky eating, swimming, river sky",OTHER
"mountain swimming, jumping, sky swimming swimming, swimming, sleeping",OTHER
"jumping sky, dancing dancing jumping sky computer mountain",OTHER
"jumping running, jumping, computer, music, music, sky, river, phone",OTHER
"middlegame castling, queen queen, castling pawn endgame endgame",CHESS
"pawn pawn queen, checkmate, rook",CHESS
"sky swimming, river, sleeping music",OTHER
"mountain, music phone book eating, book jumping sky phone",OTHER
"king, middlegame, middlegame, endgame castling, FIDE",CHESS
"river, apple mountain running, river apple dancing running",OTHER
"FIDE castling endgame pawn, Elo rating",CHESS
"eating, mountain, sleeping swimming dancing swimming book sky, phone",OTHER
"swimming music, apple, swimming sky dancing, swimming eating eating",OTHER
"computer dancing sky, running sleeping computer eating, dancing, sky",OTHER
"Elo rating knight bishop, pawn FIDE endgame",CHESS
"rook, king, rook checkmate opening bishop pawn",CHESS
"bishop, castling endgame, knight, king, bishop",CHESS
"sky, apple jumping eating, dancing",OTHER
"swimming, jumping mountain, book eating, apple",OTHER
"sleeping jumping, swimming sleeping river",OTHER
"computer, book music, swimming sky swimming, river, apple",OTHER
eating music eating phone computer,OTHER
"king, castling, pawn stalemate opening, pawn opening, middlegame rook, queen",CHESS
"queen, endgame opening middlegame, king",CHESS
"mountain running sky, dancing phone river sleeping book, sleeping, phone",OTHER
"swimming sky, eating sleeping dancing",OTHER
"book apple, running book eating, mountain sleeping, river, running, music",OTHER
"king, castling king, middlegame FIDE Elo rating, king, FIDE, pawn",CHESS
middlegame FIDE middlegame middlegame rook,CHESS
"bishop opening knight queen, stalemate, knight, pawn knight",CHESS
pawn stalemate endgame checkmate rook knight,CHESS
"bishop checkmate, king castling, FIDE",CHESS
"queen, castling checkmate queen king, king, FIDE, rook, pawn",CHESS
"Elo rating middlegame, castling checkmate, pawn rook, middlegame",CHESS
"FIDE, pawn, knight bishop, knight knight, checkmate checkmate castling rook",CHESS
"king, queen bishop, opening king checkmate, stalemate",CHESS
"stalemate castling, opening, bishop checkmate, stalemate endgame, knight, bishop",CHESS
"computer mountain sky, mountain, running",OTHER
"book sky mountain mountain, music jumping",OTHER
"swimming, eating, eating phone apple",OTHER
"stalemate, middlegame, pawn king, king, Elo rating, queen, pawn, middlegame, opening",CHESS
"phone, phone sleeping, phone, music, phone",OTHER
"swimming sleeping, sleeping, mountain mountain phone running dancing, eating river",OTHER
"pawn pawn checkmate checkmate pawn, Elo rating rook bishop",CHESS
"apple river, phone, apple, eating book mountain, dancing running",OTHER
"rook castling, FIDE, king, FIDE",CHESS
"checkmate bishop middlegame queen, stalemate queen stalemate, pawn",CHESS
"mountain, sleeping jumping, computer river, music, dancing swimming, swimming",OTHER
"music, running, river running, phone sky dancing swimming",OTHER
"FIDE rook knight, endgame, pawn bishop checkmate bishop, FIDE, bishop",CHESS
"stalemate queen, opening queen rook queen, bishop Elo rating",CHESS
"dancing book music jumping river, book, mountain, dancing",OTHER
"music book river book, apple phone",OTHER
"book running computer, sky, book, sky, mountain, dancing, apple",OTHER
"middlegame stalemate, Elo rating, knight queen",CHESS
"sleeping, sleeping, dancing apple music river eating phone",OTHER
"Elo rating stalemate king knight, king bishop king stalemate, Elo rating middlegame",CHESS
"dancing apple, computer, music mountain jumping, sleeping jumping, eating",OTHER
"endgame, king, queen FIDE opening, endgame castling",CHESS
"mountain, swimming running, sleeping sleeping jumping, apple computer",OTHER
"FIDE FIDE, king FIDE, stalemate, pawn, pawn pawn, queen, checkmate",CHESS
"Elo rating, FIDE king FIDE, middlegame, knight, opening",CHESS
"pawn pawn, queen, FIDE endgame knight",CHESS
"castling king, middlegame FIDE castling FIDE, pawn, opening, castling, middlegame",CHESS
"phone, sky, jumping, river, music apple river",OTHER
"knight endgame endgame queen, FIDE, queen opening opening",CHESS
"castling stalemate, middlegame, king stalemate, endgame",CHESS
"pawn, opening stalemate, endgame endgame opening, middlegame",CHESS
"opening, king king, checkmate opening stalemate, Elo rating knight",CHESS
"running apple, eating, phone, dancing, phone river apple, mountain",OTHER
"running sleeping, eating, computer, phone, running river, music, book",OTHER
"rook, bishop, stalemate knight endgame pawn",CHESS
"phone running, phone phone, music sky, eating, dancing apple, book",OTHER
"river swimming, dancing running phone sky, eating sky running, jumping",OTHER
"swimming eating jumping sleeping, phone jumping, river, jumping, dancing",OTHER
"opening, opening Elo rating, queen pawn, rook endgame, pawn",CHESS
"pawn, checkmate FIDE, Elo rating, rook, middlegame opening",CHESS
"mountain book mountain eating swimming, jumping, jumping running, jumping",OTHER
"knight, checkmate knight bishop stalemate, Elo rating, rook",CHESS
"swimming, eating, computer, river, jumping dancing, sleeping",OTHER
"king queen castling middlegame, bishop, endgame, pawn checkmate, rook checkmate",CHESS
"queen middlegame, knight castling, castling",CHESS
"Elo rating, FIDE, castling, bishop Elo rating, checkmate, queen, stalemate, king",CHESS
"queen, knight, endgame, opening, bishop",CHESS
"book music, river phone, computer, swimming, music",OTHER
"opening FIDE endgame, middlegame checkmate FIDE, checkmate, pawn middlegame, queen",CHESS
"queen middlegame, bishop castling, FIDE",CHESS
"phone computer jumping, eating apple, jumping, sky computer, jumping eating",OTHER
"pawn, middlegame, FIDE, rook king bishop, king knight, bishop",CHESS
"checkmate, knight, rook checkmate, knight, Elo rating, checkmate, Elo rating, middlegame king",CHESS
"knight middlegame stalemate castling, checkmate, endgame",CHESS
"music, mountain, phone river mountain eating mountain apple",OTHER
"knight stalemate queen queen middlegame, knight checkmate castling king",CHESS
"king castling rook FIDE, opening stalemate queen",CHESS
"opening pawn, stalemate knight, FIDE, bishop, middlegame FIDE middlegame endgame",CHESS
"apple apple, sky, swimming, river, eating, phone, eating, phone",OTHER
"river sleeping music apple, dancing, swimming jumping swimming",OTHER
"queen FIDE stalemate, endgame, checkmate, rook, middlegame",CHESS
"FIDE, stalemate castling, checkmate, opening Elo rating, bishop, pawn endgame opening",CHESS
"opening Elo rating bishop, endgame, rook, pawn, middlegame bishop middlegame",CHESS
"sleeping computer dancing eating, sky",OTHER
"rook knight Elo rating castling, stalemate",CHESS
"opening, endgame, endgame, checkmate bishop, Elo rating, queen castling",CHESS
"castling, stalemate, stalemate Elo rating, pawn",CHESS
"computer river apple swimming swimming jumping, river river",OTHER
"running, book computer river dancing swimming",OTHER
"bishop, opening, stalemate, bishop, endgame, pawn checkmate",CHESS
"sleeping, apple sleeping, sky, dancing, river, sky computer, phone, sky",OTHER
"checkmate castling, opening, queen, opening, king, Elo rating middlegame, pawn endgame",CHESS
"bishop, middlegame stalemate, stalemate, FIDE, Elo rating, queen, stalemate, rook",CHESS
"music dancing book, mountain river apple music",OTHER
"running jumping, book, mountain, mountain phone, sky, sky, swimming, jumping",OTHER
"phone, apple, running, phone music mountain, dancing, phone music",OTHER
"middlegame stalemate, queen, knight knight, bishop, middlegame, king, FIDE castling",CHESS
"checkmate king middlegame middlegame, stalemate, FIDE",CHESS
"mountain sky computer, book, jumping mountain, jumping, eating dancing",OTHER
"phone sky, book dancing phone swimming sleeping, running sky",OTHER
"running, mountain, phone, phone, sky",OTHER
"dancing sleeping, phone river, computer computer",OTHER
"sky, book mountain, computer, sky sky computer",OTHER
"apple river jumping computer, sky, phone",OTHER
"sleeping book, swimming, apple apple mountain, running, swimming",OTHER
"running, music apple sleeping, apple sleeping dancing swimming phone, sleeping",OTHER
"Elo rating opening, pawn, castling, Elo rating, stalemate castling, stalemate, pawn bishop",CHESS
"apple, jumping computer, apple, running swimming, river book, mountain",OTHER
"sky, eating, eating, running, mountain, phone, river, sky",OTHER
"castling, FIDE queen, castling, castling FIDE",CHESS
"queen middlegame rook checkmate, king, checkmate knight, king, middlegame pawn",CHESS
"computer apple music mountain swimming, dancing",OTHER
"eating, apple eating, mountain, running",OTHER
"checkmate, FIDE middlegame, FIDE middlegame, checkmate endgame, knight",CHESS
"book, eating, eating sky, computer, sleeping",OTHER
"bishop, knight, rook, endgame, Elo rating king, middlegame knight",CHESS
"middlegame bishop stalemate, endgame, rook, checkmate, stalemate, king",CHESS
"music, eating, book phone sky, book swimming",OTHER
"rook, castling, stalemate FIDE queen middlegame middlegame pawn, pawn, stalemate",CHESS
"dancing mountain, mountain book jumping phone, dancing, sky",OTHER
"swimming dancing, phone, river jumping, computer",OTHER
"apple, jumping swimming, apple, eating mountain mountain, sky running, mountain",OTHER
"checkmate, stalemate, rook FIDE, opening",CHESS
"endgame, FIDE queen, middlegame, stalemate, checkmate, stalemate, endgame bishop",CHESS
"mountain, eating, sleeping sky river apple eating, apple",OTHER
"FIDE, Elo rating, Elo rating, rook, bishop castling bishop, knight endgame, middlegame",CHESS
"river, book computer swimming, apple, mountain, phone, book",OTHER
"running river dancing, eating phone river music jumping, eating, apple",OTHER
"eating mountain, computer, mountain, swimming",OTHER
"music, dancing eating, phone dancing, sky dancing",OTHER
"knight, rook pawn, FIDE, castling queen, rook pawn, castling",CHESS
"middlegame, knight, FIDE, middlegame endgame",CHESS
"checkmate, rook, queen, Elo rating, endgame, checkmate, queen king stalemate",CHESS
"endgame, FIDE, rook, rook opening, FIDE queen, castling",CHESS
"FIDE Elo rating endgame, middlegame middlegame pawn, Elo rating rook",CHESS
"rook, king king, Elo rating, pawn FIDE",CHESS
"rook, pawn castling, endgame, castling",CHESS
"endgame, stalemate, queen pawn, opening knight, castling, Elo rating knight, pawn",CHESS
"mountain running, jumping book, swimming, mountain computer",OTHER
"king stalemate, opening, checkmate, queen, queen stalemate pawn middlegame middlegame",CHESS
"pawn king, rook king pawn, checkmate",CHESS
"rook, pawn stalemate castling, pawn FIDE pawn Elo rating, Elo rating",CHESS
"sky, sky, book, sky phone",OTHER
"rook Elo rating king, FIDE endgame, stalemate, endgame",CHESS
"checkmate Elo rating, queen, checkmate, rook, queen, king checkmate, king middlegame",CHESS
"eating running, river book, book sleeping",OTHER
"river, dancing dancing computer phone, phone",OTHER
"sleeping, sleeping, mountain, river, computer jumping, sleeping, apple, sleeping music",OTHER
"queen, castling knight castling, castling king Elo rating queen bishop",CHESS
"apple phone dancing, apple, swimming, eating dancing river",OTHER
"sleeping running swimming mountain swimming jumping, swimming",OTHER
"pawn bishop, middlegame opening, opening",CHESS
"queen, stalemate castling opening opening checkmate, knight queen, pawn, bishop",CHESS
"apple, dancing, dancing, jumping, sleeping, computer dancing, mountain, apple",OTHER
"dancing sleeping phone, dancing, jumping",OTHER
"sleeping swimming, running jumping sky eating river, sky sky, sky",OTHER
"castling, middlegame, endgame king bishop opening stalemate, knight",CHESS
"endgame, knight checkmate, opening knight bishop FIDE",CHESS
"opening rook, endgame middlegame stalemate castling",CHESS
"swimming river swimming, book river book, dancing, sky, sky sky",OTHER
